##BLOCKS= 1          
Plate:	Plate#1	1.3	TimeFormat	FLEX	Fluorescence	TRUE	Reduced	FALSE	61	300	5				2	510 510	1	6	96	340 380	Automatic	495 495			6	Medium			1	8	TimeTags	
	Temperature(¡C)	A1T	A1	A2T	A2	A3T	A3	A4T	A4	A5T	A5	A6T	A6	A7T	A7	A8T	A8	A9T	A9	A10T	A10	A11T	A11	A12T	A12	B1T	B1	B2T	B2	B3T	B3	B4T	B4	B5T	B5	B6T	B6	B7T	B7	B8T	B8	B9T	B9	B10T	B10	B11T	B11	B12T	B12	C1T	C1	C2T	C2	C3T	C3	C4T	C4	C5T	C5	C6T	C6	C7T	C7	C8T	C8	C9T	C9	C10T	C10	C11T	C11	C12T	C12	D1T	D1	D2T	D2	D3T	D3	D4T	D4	D5T	D5	D6T	D6	D7T	D7	D8T	D8	D9T	D9	D10T	D10	D11T	D11	D12T	D12	E1T	E1	E2T	E2	E3T	E3	E4T	E4	E5T	E5	E6T	E6	E7T	E7	E8T	E8	E9T	E9	E10T	E10	E11T	E11	E12T	E12	F1T	F1	F2T	F2	F3T	F3	F4T	F4	F5T	F5	F6T	F6	F7T	F7	F8T	F8	F9T	F9	F10T	F10	F11T	F11	F12T	F12	G1T	G1	G2T	G2	G3T	G3	G4T	G4	G5T	G5	G6T	G6	G7T	G7	G8T	G8	G9T	G9	G10T	G10	G11T	G11	G12T	G12	H1T	H1	H2T	H2	H3T	H3	H4T	H4	H5T	H5	H6T	H6	H7T	H7	H8T	H8	H9T	H9	H10T	H10	H11T	H11	H12T	H12	
	24.03	100.1142	1.507035	100.9732	1.550225	100.9328	1.431563	100.9032	1.261361	100.8364	1.311877	100.7902	1.214713													100.2678	2.563679	101.1268	2.542184	101.0864	2.636131	101.0568	2.533566	100.99	2.637772	100.9438	2.601594													100.4214	2.279035	101.2804	2.285952	101.24	2.315712	101.2104	2.363292	101.1436	2.358651	101.0974	2.374305													100.575	2.413219	101.434	2.41657	101.3936	2.306113	101.364	2.301423	101.2972	2.381243	101.251	2.389257													100.7286	1.298004	101.5876	2.227222	101.5472	2.402069	101.5176	2.411279	101.4508	2.325474	101.4046	2.342581													100.8822	2.319815	101.7412	2.142287	101.7008	2.054377	101.6712	1.829328	101.6044	1.834803	101.5582	1.967308													101.0358	2.200641	101.8948	1.830373	101.8544	1.576328	101.8248	1.51086	101.758	1.486988	101.7118	1.440235													101.1894	1.825224	102.0484	1.56408	102.008	1.402848	101.9784	1.330983	101.9116	1.265713	101.8654	1.233458													
	24.03	105.1318	1.511665	105.9908	1.561514	105.9504	1.457949	105.8696	1.25228	105.8028	1.340082	105.8078	1.207043													105.2854	2.512176	106.1444	2.45607	106.104	2.568414	106.0232	2.547463	105.9564	2.650829	105.9614	2.597347													105.439	2.284943	106.298	2.192413	106.2576	2.285988	106.1768	2.326596	106.11	2.38846	106.115	2.335919													105.5926	2.475067	106.4516	2.416763	106.4112	2.25155	106.3304	2.319389	106.2636	2.399966	106.2686	2.428139													105.7462	1.278029	106.6052	2.251374	106.5648	2.331625	106.484	2.400881	106.4684	2.32627	106.4222	2.335769													105.8998	2.339435	106.7588	2.188837	106.7184	2.158778	106.6376	1.867837	106.5708	1.752673	106.5758	1.929433													106.0534	2.122762	106.9124	1.882339	106.872	1.526944	106.7912	1.529495	106.7756	1.499664	106.7294	1.44085													106.207	1.842375	107.066	1.56417	107.0256	1.413618	106.9448	1.314148	106.9292	1.280911	106.883	1.215745													
	24.03	110.0982	1.487763	110.9572	1.527208	110.9168	1.453655	110.8872	1.246149	110.8204	1.303338	110.7742	1.209691													110.2518	2.541332	111.1108	2.520417	111.0704	2.523244	111.0408	2.600471	111.0252	2.62756	110.9278	2.648117													110.4054	2.26565	111.2644	2.249239	111.224	2.31276	111.1944	2.294939	111.1788	2.327444	111.0814	2.357668													110.6102	2.480882	111.418	2.452887	111.3776	2.371567	111.348	2.306137	111.3324	2.423169	111.235	2.435535													110.7638	1.253612	111.5716	2.248599	111.5312	2.365572	111.5016	2.343795	111.486	2.363666	111.3886	2.329583													110.8662	2.314954	111.7252	2.165664	111.6848	2.060584	111.6552	1.889886	111.6396	1.811014	111.5422	1.981713													111.0198	2.103236	111.8788	1.747364	111.8384	1.574667	111.8088	1.48638	111.742	1.502767	111.6958	1.444692													111.1734	1.871042	112.0324	1.534241	111.992	1.380162	111.9624	1.310647	111.8956	1.258888	111.8494	1.19504													
	24.03	115.1158	1.495485	115.9748	1.523452	115.9344	1.427908	115.9048	1.253332	115.838	1.308213	115.7918	1.222411													115.2694	2.599611	116.1284	2.551166	116.088	2.653674	116.0584	2.59503	115.9916	2.682824	115.9454	2.730824													115.423	2.183407	116.282	2.219054	116.2416	2.251447	116.212	2.271961	116.1452	2.408329	116.099	2.346223													115.5766	2.419781	116.4356	2.434095	116.3952	2.365959	116.3656	2.325719	116.2988	2.387006	116.2526	2.446011													115.7302	1.26449	116.5892	2.307945	116.5488	2.32769	116.468	2.374384	116.4524	2.327374	116.4062	2.373652													115.8838	2.284697	116.7428	2.189125	116.7024	2.131842	116.6728	1.847493	116.606	1.732552	116.5598	1.899723													116.0374	2.042239	116.8964	1.837023	116.856	1.566584	116.8264	1.472808	116.7596	1.510784	116.7134	1.426333													116.191	1.786637	117.05	1.59415	117.0096	1.400405	116.98	1.301077	116.9132	1.244898	116.867	1.212956													
	24.03	120.0822	1.548121	120.9924	1.546922	120.9008	1.432967	120.8712	1.239757	120.8556	1.335171	120.7582	1.215214													120.2358	2.615149	121.146	2.649544	121.0544	2.718853	121.0248	2.643132	121.0092	2.782689	120.9118	2.781683													120.4406	2.237118	121.2996	2.281783	121.208	2.315287	121.1784	2.363835	121.1628	2.448757	121.1166	2.405657													120.543	2.506823	121.4532	2.527751	121.3616	2.399747	121.332	2.370638	121.3164	2.42625	121.219	2.452198													120.6966	1.275495	121.6068	2.346259	121.5152	2.353863	121.4856	2.339492	121.4188	2.338791	121.3726	2.328227													120.8502	2.295938	121.7604	2.14824	121.6688	2.078814	121.6392	1.758014	121.5724	1.75417	121.5262	1.873259													121.0038	2.045786	121.914	1.826723	121.8224	1.558258	121.7928	1.502293	121.726	1.46938	121.6798	1.429282													121.1574	1.838483	122.0164	1.541664	121.976	1.40551	121.9464	1.277235	121.9308	1.269751	121.8334	1.181558													
	24.03	125.0998	1.508088	125.9588	1.53769	125.9184	1.457216	125.8888	1.222671	125.822	1.328401	125.7758	1.20167													125.2534	2.741166	126.1124	2.655456	126.072	2.773292	126.0424	2.757984	125.9756	2.863131	125.9294	2.922774													125.407	2.34276	126.266	2.274635	126.2256	2.306904	126.196	2.320326	126.1292	2.388776	126.083	2.400346													125.6118	2.415678	126.4196	2.49895	126.3792	2.478898	126.3496	2.413546	126.2828	2.606597	126.2366	2.431246													125.7654	1.271826	126.5732	2.337763	126.5328	2.381631	126.5032	2.390656	126.4364	2.234667	126.3902	2.40631													125.919	2.277179	126.7268	2.104375	126.6864	2.013888	126.6568	1.768407	126.59	1.749153	126.5438	1.842512													126.0726	2.081583	126.8804	1.812188	126.84	1.536967	126.8104	1.497188	126.7436	1.486889	126.6974	1.380241													126.2262	1.808849	127.034	1.518224	126.9936	1.381881	126.964	1.329477	126.8972	1.285791	126.851	1.225666													
	24.03	130.1174	1.5214	130.9764	1.529863	130.936	1.459098	130.8552	1.2506	130.8396	1.282487	130.7934	1.218843													130.271	2.691667	131.13	2.713675	131.0896	2.854047	131.06	2.764337	130.9932	2.907824	130.947	2.843282													130.4246	2.278952	131.2836	2.323115	131.2432	2.328865	131.2136	2.355976	131.1468	2.454209	131.1006	2.421013													130.5782	2.531311	131.4372	2.551984	131.3968	2.497713	131.3672	2.544696	131.3004	2.559799	131.2542	2.427373													130.7318	1.31296	131.5908	2.40456	131.5504	2.329666	131.4696	2.347442	131.454	2.315579	131.4078	2.335444													130.8854	2.331372	131.7444	2.055677	131.704	2.042167	131.6232	1.73346	131.6076	1.70933	131.5614	1.829621													131.039	2.039925	131.898	1.81645	131.8576	1.548615	131.828	1.44867	131.7612	1.462525	131.715	1.382735													131.1926	1.771847	132.0516	1.541075	132.0112	1.34634	131.9816	1.308976	131.9148	1.220099	131.8686	1.217239													
	24.03	135.0838	1.490667	135.9428	1.51087	135.9536	1.433366	135.924	1.261089	135.806	1.317175	135.811	1.241666													135.2374	2.756281	136.0964	2.85322	136.056	2.817094	136.0776	2.80381	136.0108	2.903124	135.9646	2.87631													135.391	2.346184	136.25	2.309427	136.2096	2.364349	136.2312	2.399485	136.1644	2.506415	136.1182	2.468987													135.5446	2.479669	136.4036	2.496352	136.4144	2.629638	136.3848	2.494358	136.318	2.631275	136.2718	2.494903													135.6982	1.299235	136.5572	2.367744	136.568	2.366929	136.5384	2.345452	136.4716	2.307448	136.4254	2.338291													135.8518	2.358052	136.7108	2.15007	136.7216	2.085043	136.692	1.747046	136.6252	1.679507	136.579	1.789772													136.0054	2.007703	136.8644	1.77952	136.8752	1.558691	136.8456	1.506904	136.7788	1.463221	136.7326	1.418751													136.159	1.83049	137.018	1.546511	137.0288	1.358169	136.9992	1.271834	136.8812	1.26573	136.8862	1.23037													
	24.03	140.1014	1.499968	140.9604	1.502018	140.9712	1.446915	140.8904	1.249131	140.8236	1.28735	140.8286	1.232137													140.255	2.799051	141.1652	2.87153	141.1248	2.792169	141.044	2.787558	140.9772	2.976786	140.931	2.913994													140.4086	2.380125	141.3188	2.343152	141.2784	2.389443	141.1976	2.473847	141.1308	2.519505	141.0846	2.493646													140.5622	2.586451	141.4212	2.662687	141.432	2.645241	141.3512	2.544872	141.2844	2.649032	141.2382	2.56235													140.7158	1.326117	141.5748	2.417246	141.5856	2.414157	141.5048	2.381542	141.438	2.311434	141.3918	2.409235													140.8694	2.304746	141.7284	2.118278	141.7392	2.037852	141.6584	1.698805	141.5916	1.663653	141.5454	1.806626													141.023	2.008285	141.9332	1.826075	141.8416	1.53984	141.812	1.467575	141.7452	1.439192	141.699	1.415912													141.1766	1.748011	142.0356	1.486414	142.0464	1.361829	141.9656	1.305684	141.8988	1.270395	141.8526	1.215234													
	24.03	145.119	1.497552	145.978	1.529571	145.9376	1.436764	145.908	1.251017	145.8412	1.283273	145.795	1.210944													145.2214	2.788515	146.1316	2.844741	146.1424	2.957565	146.0616	2.930896	145.9948	3.056284	145.9486	3.048537													145.4262	2.402371	146.2852	2.403563	146.296	2.380678	146.2152	2.559613	146.1484	2.582663	146.1022	2.573383													145.5798	2.637508	146.4388	2.681192	146.3984	2.681536	146.3688	2.611026	146.302	2.736926	146.2558	2.550998													145.7334	1.357512	146.5924	2.477643	146.6032	2.466144	146.5224	2.388179	146.4556	2.370112	146.4094	2.378247													145.8358	2.319127	146.746	2.158982	146.7568	2.064936	146.676	1.674504	146.6092	1.61313	146.563	1.793202													145.9894	2.044701	146.8996	1.788939	146.9104	1.558734	146.8296	1.491	146.7628	1.486445	146.7166	1.390806													146.143	1.733678	147.0532	1.495085	147.0128	1.417742	146.9832	1.290256	146.9164	1.255144	146.8702	1.226672													
	24.03	150.1366	1.495641	150.9956	1.526245	150.9552	1.443352	150.8744	1.231207	150.8076	1.291586	150.8126	1.234296													150.2902	2.818798	151.1492	2.912215	151.1088	2.969654	151.028	2.967897	150.9612	3.019991	150.9662	3.060773													150.4438	2.47649	151.3028	2.503115	151.2624	2.346826	151.2328	2.564618	151.1148	2.575688	151.1198	2.579576													150.5974	2.626247	151.4564	2.708855	151.416	2.738543	151.3352	2.721091	151.2684	2.78539	151.2734	2.625464													150.751	1.355379	151.61	2.568132	151.5696	2.389627	151.54	2.412731	151.422	2.357906	151.427	2.412459													150.9046	2.448526	151.7636	2.189219	151.7232	2.027855	151.6936	1.737983	151.5756	1.645152	151.5806	1.723087													151.0582	2.077537	151.9172	1.767571	151.8768	1.543315	151.8472	1.447293	151.7292	1.447835	151.7342	1.395681													151.2118	1.778193	152.0708	1.537222	152.0304	1.369632	151.9496	1.290364	151.8828	1.271325	151.8878	1.216074													
	24.03	155.103	1.533678	156.0132	1.495755	155.9728	1.434513	155.892	1.230585	155.8252	1.280283	155.779	1.216451													155.2566	2.798159	156.1668	2.918903	156.1264	2.988281	156.0456	2.926964	155.9788	3.036481	155.9326	2.997729													155.4102	2.571015	156.3204	2.531718	156.28	2.446913	156.1992	2.553283	156.1324	2.592479	156.0862	2.589857													155.5638	2.70371	156.474	2.680813	156.4336	2.771358	156.3528	2.715588	156.286	2.875358	156.2398	2.544693													155.7174	1.381029	156.6276	2.593046	156.5872	2.518047	156.5064	2.39662	156.4396	2.372584	156.3934	2.42236													155.871	2.409204	156.7812	2.160907	156.7408	2.066805	156.66	1.684617	156.5932	1.60021	156.547	1.765386													156.0246	2.042899	156.9348	1.819094	156.8944	1.509477	156.8136	1.443712	156.798	1.435066	156.7006	1.37402													156.1782	1.760659	157.0884	1.523987	157.048	1.377794	156.9672	1.28296	156.9516	1.24417	156.8542	1.198576													
	24.03	160.1206	1.487436	160.9796	1.521618	160.9904	1.418146	160.9096	1.222577	160.8428	1.317032	160.7966	1.242173													160.2742	2.912273	161.1332	2.872423	161.144	2.934676	161.0632	2.955258	160.9964	3.082622	160.9502	3.104337													160.4278	2.542476	161.2868	2.494412	161.2976	2.545809	161.2168	2.638431	161.15	2.579952	161.1038	2.574157													160.5814	2.644221	161.4404	2.723353	161.4512	2.786454	161.3704	2.72977	161.3036	2.879833	161.2574	2.575467													160.735	1.364261	161.594	2.553322	161.6048	2.557515	161.524	2.466383	161.4572	2.332486	161.411	2.428085													160.8886	2.462773	161.7476	2.225134	161.7584	2.024773	161.6776	1.691099	161.6108	1.618928	161.5646	1.727481													161.0422	1.963869	161.9012	1.758705	161.912	1.498754	161.8312	1.392159	161.7644	1.454697	161.7182	1.372369													161.1958	1.767688	162.0548	1.520709	162.0656	1.39803	161.9848	1.286859	161.918	1.268685	161.8718	1.208044													
	24.03	165.1382	1.511855	165.9972	1.533273	165.9568	1.44419	165.876	1.245444	165.8604	1.308009	165.8142	1.210292													165.2406	2.855414	166.1508	2.836438	166.1104	2.953721	166.0296	2.984981	166.014	3.152271	165.9166	3.1278													165.3942	2.525427	166.3044	2.546985	166.264	2.430129	166.1832	2.628804	166.1164	2.657996	166.0702	2.593887													165.5478	2.693345	166.458	2.756572	166.4176	2.762186	166.3368	2.709157	166.3212	2.870595	166.2238	2.622558													165.7014	1.385145	166.6116	2.642933	166.5712	2.507926	166.4904	2.469986	166.4748	2.400467	166.3774	2.395667													165.855	2.452034	166.7652	2.151936	166.7248	2.045705	166.644	1.660884	166.6284	1.590524	166.5822	1.687157													166.0086	2.017619	166.9188	1.760839	166.8784	1.487291	166.7976	1.426923	166.7308	1.394651	166.6846	1.360596													166.1622	1.729303	167.0724	1.495495	167.032	1.408221	166.9512	1.293137	166.8844	1.247791	166.8894	1.221598													
	24.03	170.1046	1.480449	171.0148	1.537703	170.9744	1.434509	170.8936	1.23813	170.8268	1.281676	170.7806	1.198785													170.2582	2.898007	171.1684	2.821725	171.0768	2.919835	171.0472	3.026469	170.9804	3.14443	170.9342	2.987818													170.4118	2.583411	171.2708	2.52834	171.2816	2.441572	171.2008	2.699042	171.134	2.678795	171.0878	2.621321													170.5654	2.651616	171.4756	2.774257	171.4352	2.862276	171.3544	2.744583	171.2876	2.8633	171.2414	2.674173													170.719	1.381885	171.6292	2.610604	171.5888	2.526168	171.508	2.487125	171.4412	2.36011	171.395	2.431061													170.8726	2.494692	171.7828	2.171178	171.7424	2.096194	171.6616	1.673164	171.5948	1.571928	171.5486	1.753445													171.0262	2.064947	171.8852	1.71897	171.896	1.500176	171.8152	1.417895	171.7484	1.415985	171.7022	1.331663													171.1798	1.704182	172.0388	1.531127	172.0496	1.40947	171.9688	1.267787	171.902	1.261062	171.8558	1.240112													
	24.03	175.1222	1.508303	175.9812	1.51277	175.992	1.432707	175.86	1.243545	175.8444	1.284152	175.7982	1.235075													175.2758	2.901109	176.1348	2.848023	176.1456	2.905913	176.0136	2.970148	175.998	3.157756	175.9518	3.132143													175.4294	2.615473	176.2884	2.59334	176.2992	2.496066	176.1672	2.715891	176.1516	2.652068	176.1054	2.675424													175.583	2.724999	176.442	2.859605	176.4528	2.870096	176.3208	2.805533	176.3052	2.908305	176.259	2.675769													175.7366	1.395664	176.5956	2.712142	176.6064	2.471728	176.4744	2.470192	176.4588	2.323805	176.4126	2.423604													175.8902	2.492223	176.7492	2.180402	176.7088	2.052905	176.628	1.626397	176.6124	1.578756	176.5662	1.700217													176.0438	2.029569	176.9028	1.759225	176.9136	1.501238	176.7816	1.447718	176.766	1.417454	176.7198	1.37172													176.1974	1.718571	177.0564	1.484857	177.0672	1.349589	176.9352	1.264999	176.9196	1.256472	176.8734	1.215302													
	24.03	180.0886	1.520397	180.9988	1.524286	180.9584	1.435839	180.8776	1.251123	180.8108	1.28675	180.8158	1.170782													180.2422	2.890073	181.1524	2.952617	181.112	3.045562	181.0824	2.994236	180.9644	3.146911	180.9694	3.158715													180.3958	2.574188	181.306	2.559792	181.2656	2.51161	181.1848	2.726506	181.1692	2.690812	181.123	2.684909													180.5494	2.705579	181.4596	2.734391	181.4192	2.969862	181.3384	2.887174	181.3228	3.004303	181.2766	2.703994													180.703	1.379852	181.6132	2.743205	181.5728	2.574695	181.492	2.518217	181.4764	2.297883	181.4302	2.476384													180.8566	2.59964	181.7668	2.176504	181.7264	2.012033	181.6456	1.661609	181.63	1.603558	181.5838	1.686022													181.0102	2.002295	181.9204	1.730329	181.88	1.487776	181.7992	1.406339	181.7836	1.391796	181.7374	1.342274													181.1638	1.702504	182.074	1.502816	182.0336	1.388657	181.9528	1.286384	181.9372	1.256595	181.891	1.180559													
	24.03	185.1062	1.483548	185.9652	1.502535	185.976	1.434943	185.8952	1.226561	185.8284	1.27386	185.7822	1.221191													185.2598	2.870841	186.1188	2.924423	186.1296	3.031473	186.0488	2.958105	185.982	3.065389	185.9358	3.059904													185.4134	2.611018	186.3236	2.694128	186.2832	2.472035	186.2024	2.67579	186.1356	2.641148	186.0894	2.737848													185.567	2.72	186.4772	2.768356	186.4368	2.955108	186.356	2.903159	186.2892	2.947068	186.243	2.761651													185.7206	1.401015	186.6308	2.701802	186.5904	2.530912	186.5096	2.5348	186.4428	2.424874	186.3966	2.456777													185.8742	2.568046	186.7844	2.169868	186.744	2.07418	186.6632	1.673605	186.5964	1.515666	186.5502	1.650335													186.0278	2.031532	186.938	1.744115	186.8976	1.466787	186.8168	1.40954	186.75	1.420609	186.7038	1.334734													186.1814	1.738608	187.0916	1.493901	187.0512	1.398085	186.9704	1.321543	186.9036	1.236078	186.8574	1.228776													
	24.03	190.1238	1.501216	190.9828	1.527245	190.9936	1.440341	190.9128	1.230068	190.846	1.311133	190.7998	1.212473													190.2774	2.966032	191.1364	2.926434	191.096	2.994547	191.0664	3.031982	190.9996	3.046903	190.9534	3.074818													190.431	2.588308	191.29	2.674451	191.2496	2.520372	191.22	2.802303	191.1532	2.754828	191.107	2.719914													190.5334	2.745278	191.4436	2.844135	191.4032	2.940114	191.3736	2.865751	191.3068	3.023563	191.2606	2.776317													190.687	1.42381	191.5972	2.658823	191.5568	2.601927	191.5272	2.477343	191.4604	2.339544	191.4142	2.469482													190.8918	2.547977	191.7508	2.214357	191.7104	2.061385	191.6808	1.606848	191.614	1.558839	191.5678	1.665434													191.0454	2.075243	191.9044	1.784506	191.864	1.505888	191.8344	1.436535	191.7676	1.427456	191.7214	1.359505													191.199	1.741932	192.058	1.523346	192.0176	1.369553	191.988	1.286886	191.9212	1.28899	191.875	1.197117													
	24.03	195.1414	1.477808	196.0004	1.479221	195.96	1.422059	195.8792	1.210087	195.8124	1.274179	195.8174	1.211409													195.295	2.905323	196.154	2.932333	196.1136	3.036954	196.0328	3.089894	195.966	3.061048	195.9198	3.184724													195.4486	2.598113	196.3076	2.628377	196.2672	2.581355	196.1864	2.779748	196.1196	2.744415	196.1246	2.787278													195.6022	2.659662	196.4612	2.890825	196.4208	2.860239	196.34	3.028234	196.2732	2.955609	196.2782	2.796651													195.7558	1.405463	196.6148	2.712632	196.5744	2.642157	196.4936	2.558191	196.4268	2.323892	196.3806	2.480562													195.9094	2.654718	196.7684	2.240496	196.728	2.063404	196.6472	1.60046	196.5804	1.550605	196.5342	1.653661													196.063	2.019113	196.922	1.719769	196.8816	1.491748	196.8008	1.383666	196.734	1.415555	196.6878	1.357984													196.2166	1.717267	197.0756	1.466737	197.0352	1.338741	196.9544	1.282065	196.8876	1.264509	196.8926	1.225526													
	24.03	200.1078	1.479769	200.9668	1.490307	200.9776	1.395741	200.8968	1.232866	200.83	1.280658	200.7838	1.226436													200.2614	2.97853	201.1204	2.880315	201.1312	2.954153	201.0504	3.082351	200.9836	3.049076	200.9374	3.096057													200.415	2.662355	201.274	2.706709	201.2848	2.626951	201.204	2.760181	201.1372	2.78016	201.091	2.720804													200.5686	2.742459	201.4276	2.80355	201.4384	2.866887	201.3576	2.866941	201.2908	3.049014	201.2446	2.863305													200.7222	1.436619	201.5812	2.725651	201.592	2.61414	201.5112	2.556119	201.4444	2.411599	201.3982	2.543047													200.8758	2.528734	201.7348	2.182131	201.7456	2.079567	201.6648	1.593027	201.598	1.497439	201.5518	1.601451													201.0294	2.057676	201.8884	1.728717	201.8992	1.475805	201.8184	1.387545	201.7516	1.386296	201.7054	1.349457													201.183	1.713075	202.042	1.532764	202.0528	1.362095	201.972	1.261483	201.9052	1.255857	201.859	1.206249													
	24.03	205.1254	1.471666	205.9844	1.488035	205.944	1.412508	205.9144	1.256501	205.8476	1.314348	205.8014	1.212111													205.279	3.00619	206.138	2.845934	206.0976	2.966102	206.068	3.030903	206.0012	3.050834	205.955	3.131664													205.4326	2.71609	206.2916	2.737294	206.2512	2.592056	206.2216	2.817313	206.1548	2.788894	206.1086	2.782907													205.5862	2.706585	206.4452	2.868412	206.456	3.087623	206.324	2.899332	206.3084	3.082875	206.2622	2.89709													205.7398	1.427745	206.5988	2.727622	206.5584	2.656992	206.5288	2.58767	206.462	2.37004	206.4158	2.497073													205.8934	2.618434	206.7524	2.253791	206.712	2.080122	206.6824	1.584023	206.6156	1.54341	206.5694	1.698132													206.047	2.096251	206.906	1.734929	206.8656	1.476788	206.836	1.409503	206.7692	1.368952	206.723	1.330115													206.2006	1.712105	207.0596	1.51613	207.0192	1.380125	206.9896	1.273456	206.9228	1.236257	206.8766	1.209612													
	24.03	210.143	1.435621	211.002	1.534223	210.9616	1.441822	210.8808	1.233929	210.8652	1.271124	210.7678	1.208546													210.2454	2.874669	211.1556	2.926313	211.1152	2.965819	211.0344	3.007452	211.0188	3.115511	210.9214	3.177707													210.399	2.706631	211.3092	2.753178	211.2688	2.629231	211.188	2.819112	211.1724	2.871295	211.075	2.805888													210.6038	2.712804	211.4628	2.918162	211.4224	2.861914	211.3416	2.941689	211.326	3.077252	211.2286	2.811787													210.7062	1.432481	211.6164	2.76542	211.576	2.702351	211.4952	2.497362	211.4284	2.409101	211.3822	2.562892													210.911	2.605133	211.77	2.247261	211.7296	2.063676	211.6488	1.668737	211.582	1.538902	211.5358	1.637518													211.0646	2.063702	211.9748	1.773701	211.8832	1.488641	211.8024	1.403482	211.7868	1.408566	211.6894	1.345303													211.2182	1.764405	212.0772	1.525006	212.0368	1.412604	211.956	1.294899	211.9404	1.243922	211.843	1.22293													
	24.03	215.1094	1.481955	216.0196	1.491653	215.9792	1.429234	215.8984	1.210232	215.8316	1.312996	215.7854	1.197355													215.263	2.973158	216.1732	2.901482	216.1328	3.065631	216.052	2.965	215.9852	3.16485	215.939	3.103242													215.4166	2.741051	216.3268	2.723017	216.2352	2.609092	216.2056	2.804417	216.1388	2.84766	216.0926	2.903512													215.5702	2.692428	216.4804	2.874435	216.3888	2.991468	216.3592	2.99808	216.2924	3.153639	216.2462	2.910599													215.7238	1.449484	216.5828	2.862509	216.5424	2.6429	216.5128	2.649858	216.446	2.374235	216.3998	2.54515													215.8774	2.757478	216.7364	2.333077	216.696	2.065511	216.6664	1.552924	216.5996	1.529415	216.5534	1.631053													216.031	2.111168	216.89	1.760657	216.8496	1.474236	216.82	1.402596	216.7532	1.376803	216.707	1.329121													216.1846	1.695984	217.0436	1.508924	217.0032	1.380444	216.9736	1.28685	216.9068	1.280879	216.8606	1.229449													
	24.03	220.127	1.471349	220.986	1.503495	220.9456	1.437963	220.8648	1.211234	220.8492	1.298614	220.803	1.203034													220.2806	2.875646	221.1396	2.939449	221.1504	3.003781	221.0184	3.048863	221.0028	3.088937	220.9566	3.171054													220.4342	2.819994	221.2932	2.758675	221.304	2.66197	221.172	2.914601	221.1564	2.890822	221.1102	2.87728													220.5878	2.823363	221.4468	2.882706	221.4576	2.962175	221.3256	2.949543	221.31	3.080099	221.2638	2.962826													220.7414	1.446956	221.6004	2.81894	221.6112	2.746732	221.4792	2.641329	221.4636	2.484084	221.4174	2.519278													220.895	2.664181	221.754	2.293023	221.7648	2.147578	221.6328	1.595809	221.6172	1.518839	221.571	1.57195													221.0486	2.140902	221.9076	1.738415	221.9184	1.51122	221.7864	1.384494	221.7708	1.38907	221.6734	1.342199													221.2022	1.711615	222.0612	1.506033	222.072	1.399541	221.94	1.308984	221.9244	1.263233	221.827	1.189704													
	24.03	225.0934	1.507689	226.0036	1.529541	225.9632	1.412976	225.8824	1.204058	225.8156	1.295275	225.8206	1.224476													225.247	2.887693	226.1572	3.02013	226.1168	2.934729	226.036	3.034482	225.9692	3.141513	225.9742	3.116258													225.4006	2.787237	226.3108	2.82287	226.2704	2.638252	226.1896	2.809155	226.1228	2.938617	226.1278	2.889053													225.5542	2.772487	226.4644	2.914978	226.424	2.894098	226.3432	2.966539	226.2764	3.037743	226.2814	2.928772													225.7078	1.426219	226.618	2.819178	226.5776	2.741812	226.4968	2.590498	226.43	2.43103	226.435	2.546016													225.8614	2.713153	226.7716	2.352317	226.7312	2.107862	226.6504	1.514125	226.5836	1.466008	226.5886	1.574742													226.015	2.150734	226.9252	1.724826	226.8848	1.477124	226.804	1.388269	226.7372	1.360505	226.7422	1.320761													226.1686	1.698325	227.0788	1.51838	227.0384	1.400848	226.9576	1.307449	226.8908	1.253878	226.8958	1.208063													
	24.03	230.111	1.457369	230.97	1.517673	230.9808	1.432384	230.9	1.24026	230.8332	1.27361	230.787	1.203303													230.2646	2.998879	231.1236	2.858162	231.1344	3.139038	231.0536	3.054283	230.9868	3.061367	230.9406	3.162288													230.4182	2.689203	231.2772	2.824279	231.288	2.695734	231.2072	2.907359	231.1404	2.879363	231.0942	2.901156													230.5718	2.770578	231.4308	2.873305	231.4416	3.002434	231.3608	2.973484	231.294	3.104992	231.2478	2.944946													230.7254	1.430806	231.5844	2.756944	231.5952	2.734585	231.5144	2.60782	231.4476	2.387891	231.4014	2.562456													230.879	2.685626	231.738	2.301062	231.7488	2.163316	231.668	1.556555	231.6012	1.526711	231.555	1.56284													231.0326	2.183261	231.8916	1.78139	231.9024	1.520855	231.8216	1.363529	231.7548	1.383534	231.7086	1.312093													231.1862	1.72603	232.0452	1.527093	232.056	1.381171	231.9752	1.280598	231.9084	1.227613	231.8622	1.202939													
