##BLOCKS= 1          
Plate:	Plate#1	1.3	TimeFormat	FLEX	Fluorescence	TRUE	Reduced	FALSE	61	300	5				2	510 510	1	12	96	340 380	Automatic	495 495			6	Medium			1	8	TimeTags	
	Temperature(¡C)	A1T	A1	A2T	A2	A3T	A3	A4T	A4	A5T	A5	A6T	A6	A7T	A7	A8T	A8	A9T	A9	A10T	A10	A11T	A11	A12T	A12	B1T	B1	B2T	B2	B3T	B3	B4T	B4	B5T	B5	B6T	B6	B7T	B7	B8T	B8	B9T	B9	B10T	B10	B11T	B11	B12T	B12	C1T	C1	C2T	C2	C3T	C3	C4T	C4	C5T	C5	C6T	C6	C7T	C7	C8T	C8	C9T	C9	C10T	C10	C11T	C11	C12T	C12	D1T	D1	D2T	D2	D3T	D3	D4T	D4	D5T	D5	D6T	D6	D7T	D7	D8T	D8	D9T	D9	D10T	D10	D11T	D11	D12T	D12	E1T	E1	E2T	E2	E3T	E3	E4T	E4	E5T	E5	E6T	E6	E7T	E7	E8T	E8	E9T	E9	E10T	E10	E11T	E11	E12T	E12	F1T	F1	F2T	F2	F3T	F3	F4T	F4	F5T	F5	F6T	F6	F7T	F7	F8T	F8	F9T	F9	F10T	F10	F11T	F11	F12T	F12	G1T	G1	G2T	G2	G3T	G3	G4T	G4	G5T	G5	G6T	G6	G7T	G7	G8T	G8	G9T	G9	G10T	G10	G11T	G11	G12T	G12	H1T	H1	H2T	H2	H3T	H3	H4T	H4	H5T	H5	H6T	H6	H7T	H7	H8T	H8	H9T	H9	H10T	H10	H11T	H11	H12T	H12	
	24.57	50.0992	1.229704	50.9792	1.247548	50.9386	1.232622	50.8934	1.209523	50.8218	1.28219	50.8004	1.247072	50.7454	1.137861	50.7012	1.209867	50.6458	1.246197	50.6008	1.241396	50.5514	1.172936	50.5102	5.335801	50.2528	1.247648	51.1328	1.236603	51.0794	1.266942	51.0342	1.241545	50.9882	1.240738	50.954	1.308193	50.899	1.259944	50.8548	1.300984	50.7994	1.284791	50.7544	1.303759	50.6922	1.322324	50.6638	1.280116	50.4064	1.182603	51.2864	1.286587	51.233	1.244194	51.1878	1.271035	51.1418	1.258011	51.1076	1.290566	51.0654	1.305866	51.0212	1.260671	50.953	1.309228	50.908	1.29693	50.8586	1.113814	50.8174	1.261019	50.56	1.303008	51.44	1.248029	51.3866	1.300663	51.3542	1.305954	51.2954	1.237673	51.2612	1.255365	51.219	1.292728	51.1748	1.281556	51.1066	1.328124	51.0616	1.314875	51.0122	1.266657	50.971	1.282928	50.7136	1.240477	51.6064	1.267956	51.5402	1.279939	51.495	1.26295	51.449	1.281484	51.402	1.27431	51.3726	1.326865	51.3284	1.27974	51.273	1.322574	51.2152	1.281242	51.1658	1.296562	51.1118	1.308093	50.8672	1.267531	51.76	1.286264	51.7066	1.281955	51.6614	1.24495	51.6026	1.272664	51.5556	1.317854	51.5262	1.34354	51.482	1.283871	51.4138	1.338193	51.3688	1.281863	51.3066	1.287194	51.2782	1.382596	51.0208	1.267739	51.9136	1.263349	51.8474	1.241541	51.815	1.268082	51.7562	1.265059	51.722	1.274275	51.6798	1.68789	51.6356	1.282785	51.5802	1.293604	51.5224	1.411494	51.4602	1.314963	51.4318	1.448794	51.1744	1.313187	52.0672	1.258377	52.0138	1.237448	51.9686	1.266097	51.897	1.276267	51.8756	1.305738	51.8334	3.165025	51.7764	1.686146	51.7338	2.642251	51.676	2.601015	51.6138	1.414807	51.5854	1.802959	
	24.56	55.104	1.235867	55.984	1.214187	55.9306	1.219498	55.8854	1.17474	55.8266	1.268238	55.7924	1.249078	55.7502	1.147692	55.6932	1.208417	55.6506	1.207797	55.6056	1.210648	55.5434	1.180276	55.5022	5.163769	55.2576	1.241254	56.1376	1.26233	56.0714	1.271181	56.039	1.264092	55.9802	1.258943	55.946	1.272302	55.9038	1.281911	55.8596	1.276577	55.8042	1.317863	55.7464	1.286658	55.697	1.287194	55.6558	1.2945	55.4112	1.16827	56.2912	1.262714	56.225	1.226629	56.1926	1.236062	56.121	1.268965	56.0996	1.267317	56.0574	1.297447	56.0004	1.295177	55.9578	1.30915	55.9	1.293556	55.8634	1.098654	55.8094	1.26311	55.5648	1.302414	56.4448	1.245339	56.3786	1.246309	56.3334	1.278567	56.2874	1.268299	56.2532	1.279281	56.211	1.310105	56.154	1.285759	56.1114	1.347676	56.0536	1.285962	56.0042	1.274115	55.963	1.274725	55.7184	1.239546	56.5984	1.252154	56.5322	1.280028	56.487	1.270713	56.441	1.282643	56.4068	1.27677	56.3518	1.302016	56.3076	1.26626	56.2522	1.336792	56.2072	1.242271	56.1706	1.245784	56.1166	1.290499	55.872	1.251102	56.7392	1.261856	56.6858	1.280535	56.6406	1.277238	56.5946	1.263223	56.5604	1.281048	56.5054	1.330035	56.4612	1.287443	56.4058	1.331482	56.3608	1.257836	56.3242	1.303938	56.2702	1.337115	56.0256	1.244298	56.9056	1.266878	56.8266	1.294053	56.7942	1.268141	56.7482	1.24287	56.714	1.283012	56.6718	1.679628	56.6148	1.26787	56.5722	1.311763	56.5144	1.345329	56.4778	1.344325	56.4238	1.391882	56.1792	1.286805	57.0592	1.27109	56.993	1.234806	56.9478	1.253848	56.9018	1.278864	56.8676	1.272085	56.8254	3.257175	56.7684	1.768716	56.7258	2.613565	56.668	2.661975	56.6314	1.419193	56.5774	1.828566	
	24.57	60.096	1.064741	60.976	1.119008	60.9226	1.086602	60.903	1.083478	60.8186	1.120188	60.7972	1.090421	60.7422	1.030323	60.698	1.054592	60.6426	1.093898	60.5976	1.100352	60.5482	1.131077	60.507	2.48983	60.2496	1.063881	61.1296	1.095589	61.089	1.142367	61.0566	1.128382	60.9722	1.119294	60.938	1.148703	60.8958	1.113177	60.8516	1.148405	60.7962	1.13373	60.7384	1.149556	60.7018	1.156913	60.6606	1.140775	60.4032	1.074911	61.2832	1.050574	61.2426	1.100891	61.2102	1.086186	61.1258	1.035237	61.0916	1.105344	61.0494	1.153432	61.0052	1.066378	60.9498	1.128589	60.9048	1.125391	60.8554	0.997119	60.827	1.086786	60.5568	0.938821	61.4368	1.097883	61.3834	1.076588	61.3638	1.077138	61.2794	1.122386	61.2452	1.136082	61.2158	1.17641	61.1588	1.10162	61.1034	1.120074	61.0456	1.093513	61.0218	1.16337	60.9806	1.078914	60.7104	1.204213	61.5904	1.127132	61.5498	1.040025	61.5302	1.089013	61.433	1.106495	61.3988	1.150739	61.3694	1.139058	61.3124	1.142801	61.257	1.120804	61.1992	1.044856	61.1754	1.125992	61.1342	1.114638	60.8768	1.223334	61.744	1.081903	61.7034	1.112347	61.6838	1.022333	61.5866	1.052004	61.5524	1.089515	61.523	1.068137	61.4532	1.07518	61.4106	1.134492	61.3528	1.072579	61.3162	1.118812	61.2878	1.11719	61.0304	1.259754	61.8976	1.096415	61.857	1.107211	61.8374	1.024605	61.7402	1.053595	61.706	1.079197	61.6638	1.285396	61.6196	1.020516	61.5642	1.111342	61.5064	1.286808	61.4698	1.163289	61.4414	1.411272	61.184	1.302681	62.0512	1.158588	61.9978	1.188442	61.9782	1.210727	61.9066	1.235054	61.8596	1.247515	61.8174	2.856379	61.7732	1.565076	61.7178	2.561927	61.6728	2.468693	61.6234	1.382634	61.595	1.797181	
	24.56	65.1008	1.260058	65.9808	1.290477	65.9274	1.32334	65.8822	1.28687	65.8106	1.206476	65.7892	1.333573	65.747	1.229382	65.69	1.299233	65.6474	1.32353	65.5896	1.312428	65.553	1.30586	65.499	7.803505	65.2416	1.668766	66.1344	2.02942	66.081	2.030224	66.0358	2.068644	65.9642	2.071105	65.93	2.106466	65.8878	2.282545	65.8436	2.238384	65.7882	2.159066	65.756	2.247331	65.6938	2.205426	65.6654	2.133415	65.408	1.154614	66.2752	1.314935	66.2218	1.355578	66.1894	1.303001	66.1306	1.323492	66.0836	1.320126	66.0414	1.346931	65.9972	1.355448	65.9418	1.360322	65.9096	1.348228	65.8474	1.153542	65.819	1.155926	65.5616	1.199798	66.4288	1.31645	66.3754	1.330165	66.343	1.315443	66.2714	1.21436	66.2372	1.305201	66.2078	1.323631	66.1508	1.36075	66.0954	1.210985	66.0632	1.179162	66.0138	1.194506	65.9598	1.184277	65.7152	1.193166	66.5824	1.244651	66.529	1.168978	66.4966	1.246354	66.425	1.208825	66.3908	1.205906	66.3614	1.227203	66.3044	1.175637	66.249	1.165259	66.2168	1.169218	66.1546	1.148856	66.1134	1.217241	65.856	1.201996	66.7488	1.273017	66.6826	1.266583	66.6502	1.237478	66.5786	1.251167	66.5444	1.286105	66.5022	1.236561	66.4708	1.233583	66.4026	1.238624	66.3704	1.231835	66.3082	1.18374	66.267	1.211227	66.0096	1.272956	66.8896	1.389452	66.8362	1.403431	66.8166	1.289	66.7322	1.354197	66.6852	1.394578	66.6558	1.558981	66.6244	1.356578	66.5562	1.427221	66.524	1.361653	66.4618	1.325011	66.4334	1.343942	66.176	1.465426	67.0432	1.587319	66.9898	1.497703	66.9574	1.60524	66.8858	1.499641	66.8516	1.598924	66.8094	2.346879	66.7652	1.565023	66.7098	1.98571	66.6776	1.952045	66.6154	1.492557	66.5742	1.652486	
	24.57	70.0928	1.224591	70.9856	1.225382	70.9322	1.2367	70.8742	1.218271	70.8154	1.21672	70.7812	1.236627	70.739	1.148362	70.6948	1.241907	70.6394	1.215691	70.5944	1.258833	70.545	1.242891	70.5038	7.096545	70.2336	2.4434	71.1264	2.459104	71.0858	2.387478	71.0406	2.445166	70.969	2.489745	70.9476	2.468739	70.8926	2.532532	70.8484	2.543766	70.793	2.456485	70.748	2.644031	70.6986	2.532971	70.6574	2.673572	70.4	1.243823	71.28	1.228957	71.2394	1.285632	71.1814	1.260293	71.1226	1.257826	71.114	1.245708	71.0462	1.311212	70.9892	1.328111	70.9466	1.343307	70.9016	1.295084	70.8522	1.102111	70.811	1.281375	70.5536	1.280966	71.4336	1.272099	71.393	1.279388	71.335	1.253558	71.2762	1.278621	71.2548	1.26428	71.1998	1.342608	71.1428	1.285616	71.1002	1.372922	71.0552	1.322153	70.993	1.290943	70.9646	1.308456	70.6944	1.268301	71.5872	1.427948	71.5338	1.362809	71.4886	1.361069	71.4426	1.416608	71.4212	1.381242	71.3406	1.355565	71.2964	1.305468	71.241	1.352648	71.2088	1.278062	71.1466	1.261545	71.1182	1.313206	70.848	1.448737	71.728	1.622773	71.6874	1.581664	71.6422	1.647224	71.5834	1.608261	71.562	1.547043	71.507	1.481321	71.4628	1.467747	71.3946	1.470035	71.3624	1.52761	71.313	1.401548	71.2718	1.385294	71.0016	1.828911	71.8816	2.024691	71.841	1.95669	71.7958	1.76739	71.7498	2.009548	71.7156	1.958823	71.6606	2.161138	71.6036	1.896885	71.5482	2.09006	71.5288	1.975846	71.4666	1.774086	71.4254	1.690535	71.1552	2.173559	72.048	2.172319	71.9946	2.129542	71.9494	2.221097	71.9034	2.216217	71.8692	2.304807	71.8142	3.89936	71.77	2.306503	71.7146	3.221376	71.6824	3.165041	71.6074	2.167462	71.579	2.363345	
	24.57	75.0848	1.244409	75.9648	1.204137	75.9242	1.272134	75.8918	1.186666	75.8202	1.171893	75.786	1.218788	75.7438	1.122464	75.6868	1.228299	75.6314	1.244625	75.5864	1.220713	75.5498	1.232078	75.5086	7.346541	75.2512	2.384687	76.1312	2.366181	76.0778	2.374246	76.0454	2.466594	75.9738	2.519122	75.9396	2.534897	75.8846	2.533939	75.8276	2.602635	75.7978	2.426927	75.7528	2.611739	75.6906	2.604422	75.6494	2.54578	75.4048	1.226028	76.2848	1.265703	76.2314	1.268861	76.199	1.272421	76.1274	1.32235	76.0932	1.236595	76.0382	1.314603	75.994	1.344788	75.9514	1.293008	75.8936	1.327001	75.8442	1.114087	75.803	1.293349	75.5456	1.252878	76.4384	1.255209	76.385	1.262677	76.3526	1.282657	76.281	1.251714	76.2468	1.270861	76.1918	1.296926	76.1476	1.264118	76.105	1.349528	76.06	1.30485	75.9978	1.279608	75.9694	1.308734	75.712	1.297669	76.6048	1.451538	76.5386	1.437365	76.5062	1.467234	76.4218	1.435066	76.4004	1.366459	76.3582	1.334723	76.3012	1.286815	76.2714	1.344059	76.2008	1.285131	76.1514	1.215872	76.1102	1.308388	75.8656	1.560145	76.7584	1.787631	76.705	1.703521	76.6598	1.769709	76.5754	1.729009	76.554	1.634115	76.499	1.446834	76.442	1.518497	76.4122	1.529337	76.3544	1.595078	76.305	1.435669	76.2766	1.333733	76.0192	1.934195	76.8992	2.132052	76.8458	2.057516	76.8134	1.901422	76.729	2.097343	76.7076	2.067352	76.6526	2.280229	76.5956	2.037469	76.5658	2.131904	76.5208	2.207934	76.4458	1.870914	76.4302	1.8031	76.1728	2.266661	77.0528	2.303092	76.9994	2.229687	76.967	2.247329	76.8826	2.288773	76.8612	2.369609	76.819	3.630113	76.7492	2.433213	76.7194	3.214289	76.6616	3.109626	76.6122	2.298444	76.5838	2.539612	
	24.57	80.0896	1.242938	80.9696	1.231842	80.929	1.258626	80.8966	1.224068	80.8122	1.192544	80.7908	1.263034	80.7358	1.148485	80.6788	1.196489	80.6362	1.229447	80.5912	1.242548	80.5418	1.25742	80.5006	7.687688	80.2432	2.334806	81.1232	2.366471	81.0698	2.340398	81.0502	2.358492	80.9658	2.42545	80.9444	2.485664	80.8766	2.448056	80.8452	2.410299	80.7898	2.424216	80.732	2.46122	80.6826	2.472001	80.6542	2.598027	80.3968	1.225801	81.2768	1.260271	81.2234	1.300927	81.191	1.280961	81.1194	1.260662	81.098	1.259786	81.043	1.310189	81.0116	1.302874	80.9434	1.298894	80.8856	1.350881	80.849	1.106748	80.8078	1.281851	80.5504	1.272181	81.4304	1.289397	81.377	1.276005	81.3446	1.313611	81.273	1.285085	81.2516	1.270785	81.1966	1.346652	81.1652	1.270661	81.1098	1.327455	81.052	1.332211	81.0026	1.280354	80.9486	1.282183	80.704	1.30744	81.584	1.486469	81.5306	1.432708	81.4982	1.49606	81.4266	1.490316	81.4052	1.383651	81.3502	1.346658	81.3316	1.270368	81.2506	1.335142	81.2056	1.29528	81.1434	1.192566	81.1022	1.357796	80.8576	1.640069	81.7376	1.879665	81.6842	1.766791	81.6646	1.794995	81.5802	1.783977	81.5588	1.707771	81.5038	1.525799	81.4724	1.582914	81.4042	1.520467	81.3592	1.713694	81.297	1.49377	81.2686	1.413319	81.0112	1.998832	81.8912	2.222917	81.8378	2.08231	81.8054	1.917619	81.7338	2.184985	81.7124	2.037508	81.6574	2.310297	81.6388	2.004444	81.5706	2.157621	81.5	2.205275	81.4506	1.930774	81.4222	1.820622	81.1648	2.314874	82.0448	2.224739	82.0042	2.214921	81.9718	2.25741	81.8746	2.26739	81.866	2.397246	81.811	3.577037	81.7924	2.452291	81.7242	3.174311	81.6536	3.3193	81.6042	2.33893	81.5758	2.520814	
	24.57	85.0944	1.2327	85.9744	1.242105	85.921	1.229753	85.8758	1.222127	85.817	1.182559	85.7828	1.236144	85.7278	1.123442	85.6836	1.219402	85.6282	1.246498	85.596	1.238795	85.5338	1.220721	85.4926	7.981269	85.2352	2.189642	86.128	2.296943	86.0618	2.294437	86.0294	2.364008	85.9578	2.345934	85.9364	2.350428	85.8942	2.49254	85.8372	2.372598	85.7946	2.302319	85.7368	2.507179	85.6874	2.443599	85.6462	2.475577	85.3888	1.243682	86.2816	1.252427	86.2282	1.286875	86.183	1.262118	86.1114	1.233644	86.09	1.243454	86.035	1.342005	85.9908	1.280041	85.9482	1.268485	85.8904	1.32544	85.841	1.105366	85.7998	1.272824	85.5424	1.264304	86.4352	1.248262	86.3818	1.256746	86.3366	1.286569	86.2778	1.281063	86.2436	1.261277	86.1886	1.302195	86.1444	1.277363	86.1018	1.337143	86.044	1.321702	85.9946	1.329763	85.9534	1.297532	85.696	1.355088	86.5888	1.504086	86.5226	1.435964	86.4902	1.500571	86.4314	1.52406	86.3972	1.382733	86.355	1.324753	86.298	1.29172	86.2554	1.321934	86.1976	1.282315	86.161	1.186931	86.107	1.34585	85.8496	1.684446	86.7424	1.914891	86.6762	1.791044	86.6438	1.813851	86.585	1.859925	86.5636	1.765881	86.5086	1.528703	86.4516	1.595412	86.409	1.524643	86.3512	1.79288	86.3146	1.60153	86.2606	1.469134	86.0032	2.026844	86.896	2.231566	86.8298	2.102809	86.7846	1.929796	86.7386	2.201364	86.7044	2.070944	86.6622	2.255745	86.6052	2.083999	86.5626	2.162811	86.5048	2.155809	86.4682	2.029997	86.4142	1.900385	86.1568	2.306703	87.0496	2.253146	86.9834	2.284977	86.951	2.243503	86.905	2.217707	86.858	2.339584	86.8158	3.566441	86.7588	2.486443	86.7162	3.240205	86.6584	3.235222	86.6218	2.325058	86.555	2.628672	
	24.57	90.0864	1.217671	90.992	1.217451	90.9386	1.22595	90.8806	1.22985	90.8346	1.202247	90.7876	1.243139	90.7326	1.148008	90.6884	1.242375	90.6586	1.231992	90.588	1.198487	90.5514	1.233725	90.4974	8.460341	90.24	2.217517	91.1328	2.2641	91.0922	2.353132	91.047	2.307311	90.9882	2.336934	90.9284	2.441958	90.8862	2.347561	90.842	2.336424	90.7994	2.252702	90.7416	2.40018	90.7178	2.356414	90.651	2.431932	90.3936	1.196156	91.2864	1.244473	91.2458	1.261178	91.2006	1.257585	91.1418	1.215855	91.082	1.297251	91.0398	1.307821	90.9956	1.291014	90.953	1.317553	90.8952	1.289122	90.8714	1.133809	90.8174	1.276919	90.5344	1.296599	91.4528	1.233965	91.3994	1.27684	91.3542	1.25434	91.2954	1.280899	91.2356	1.287276	91.1934	1.297227	91.1492	1.267299	91.1194	1.309869	91.036	1.295755	91.025	1.314537	90.971	1.296128	90.688	1.384961	91.6064	1.533446	91.553	1.458372	91.5206	1.550321	91.449	1.54356	91.3892	1.399522	91.347	1.366324	91.3028	1.287075	91.2602	1.34168	91.1896	1.299929	91.1786	1.187831	91.1374	1.323329	90.8544	1.699281	91.76	1.999553	91.7066	1.763279	91.6742	1.829344	91.6026	1.878723	91.5428	1.810581	91.5006	1.578461	91.4564	1.618056	91.4266	1.562813	91.3432	1.787603	91.3322	1.644667	91.291	1.528703	91.008	2.084482	91.9136	2.24737	91.873	2.100307	91.815	2.009669	91.7434	2.197283	91.6964	2.088343	91.6542	2.278719	91.61	2.10481	91.5802	2.186062	91.4968	2.285752	91.4858	2.06913	91.4446	1.898263	91.1488	2.402527	92.08	2.2717	92.0266	2.235466	91.9686	2.162478	91.897	2.236938	91.8628	2.365322	91.8078	3.601319	91.7636	2.483357	91.7338	3.059263	91.6504	3.367438	91.6266	2.334605	91.5982	2.517647	
	24.57	95.104	1.240082	95.984	1.258019	95.9306	1.232468	95.8854	1.231127	95.8394	1.172547	95.7924	1.276889	95.7502	1.121288	95.6804	1.214401	95.6378	1.207757	95.58	1.224619	95.5562	1.220218	95.4894	8.870317	95.2448	2.183362	96.1248	2.250356	96.097	2.367125	96.039	2.372475	95.993	2.351951	95.946	2.361657	95.9038	2.404774	95.834	2.357884	95.7786	2.391212	95.7208	2.435522	95.697	2.373609	95.6558	2.481933	95.4112	1.186226	96.2784	1.257956	96.2506	1.243299	96.1926	1.256843	96.1466	1.279004	96.0996	1.239106	96.0446	1.310581	95.9876	1.291226	95.9322	1.281966	95.8872	1.347769	95.8506	1.084682	95.8094	1.260586	95.5648	1.270352	96.432	1.241963	96.3914	1.249594	96.3462	1.273962	96.3002	1.251121	96.2532	1.247032	96.211	1.327301	96.1412	1.273917	96.0858	1.283914	96.0408	1.329876	96.017	1.26724	95.963	1.295972	95.7056	1.398793	96.5856	1.506638	96.545	1.474301	96.4998	1.541223	96.4538	1.543085	96.4068	1.469641	96.3646	1.365407	96.2948	1.322406	96.2394	1.306884	96.1944	1.275458	96.1706	1.211239	96.1166	1.312169	95.8592	1.806904	96.7392	2.060608	96.6986	1.824909	96.6534	1.914149	96.6074	1.905751	96.5604	1.840925	96.5182	1.570872	96.4612	1.622097	96.393	1.621426	96.348	1.833372	96.3242	1.788565	96.2702	1.595195	96.0128	2.064956	96.8928	2.301119	96.865	2.108653	96.807	2.025056	96.7738	2.209746	96.714	2.098371	96.659	2.320133	96.6148	2.083509	96.5466	2.252962	96.5016	2.24594	96.465	2.099078	96.4238	1.968566	96.1792	2.29535	97.0592	2.242821	97.0058	2.221838	96.9606	2.214159	96.9274	2.286377	96.8548	2.396353	96.8126	3.589804	96.7684	2.517143	96.713	3.206758	96.6552	3.248466	96.6186	2.322837	96.5774	2.644944	
	24.57	100.096	1.251429	100.976	1.20136	100.9354	1.27446	100.8774	1.237631	100.8314	1.182738	100.7972	1.271718	100.755	1.110629	100.6852	1.20755	100.6426	1.204796	100.5848	1.25257	100.561	1.209339	100.4942	8.962554	100.2496	2.26953	101.1296	2.314415	101.089	2.324395	101.0438	2.327283	100.9978	2.395522	100.9508	2.330274	100.8958	2.401804	100.826	2.329684	100.7962	2.342801	100.7384	2.442986	100.7018	2.485991	100.6478	2.481943	100.4032	1.201016	101.2832	1.254169	101.2298	1.211501	101.1974	1.265355	101.1386	1.269005	101.1044	1.250044	101.0494	1.258964	100.9924	1.276545	100.9498	1.323063	100.9048	1.331041	100.8554	1.11678	100.8014	1.276453	100.5568	1.257374	101.4368	1.252278	101.3962	1.258099	101.351	1.265076	101.2922	1.267473	101.2708	1.280964	101.203	1.298093	101.146	1.282151	101.1034	1.273238	101.0584	1.323021	101.009	1.285626	100.9678	1.262269	100.7232	1.388704	101.5904	1.568079	101.5498	1.532247	101.4918	1.553677	101.4458	1.574684	101.4116	1.48471	101.3566	1.361637	101.2996	1.332532	101.257	1.349195	101.2248	1.287659	101.1626	1.1807	101.1214	1.323122	100.864	1.78392	101.744	2.041637	101.7034	1.821172	101.6454	1.902229	101.5994	1.973393	101.5652	1.864637	101.5102	1.56245	101.4404	1.653501	101.4106	1.623509	101.3656	1.92494	101.3162	1.756666	101.2622	1.629963	101.0176	2.09975	101.8976	2.313206	101.8442	2.150975	101.799	2.003235	101.753	2.294498	101.7316	2.190805	101.6638	2.350074	101.594	2.130317	101.5642	2.231682	101.532	2.24934	101.4698	2.134593	101.4158	2.036812	101.1712	2.319582	102.0384	2.291015	101.9978	2.235799	101.9526	2.205541	101.9066	2.335205	101.8852	2.438627	101.8174	3.442588	101.7604	2.513713	101.7178	3.18652	101.6856	3.320925	101.6362	2.368963	101.5694	2.649051	
	24.57	105.1008	1.189253	105.9808	1.223835	105.9402	1.232991	105.8822	1.1754	105.8362	1.204671	105.7892	1.271732	105.7342	1.142841	105.6772	1.199124	105.6474	1.212018	105.5768	1.245925	105.5402	1.226734	105.5118	8.962875	105.2544	2.329186	106.1344	2.308827	106.081	2.363624	106.0358	2.330097	105.9898	2.317533	105.9556	2.431529	105.8878	2.528759	105.818	2.436851	105.801	2.362875	105.7432	2.457519	105.6938	2.495937	105.6654	2.55989	105.408	1.193392	106.3008	1.247098	106.2346	1.233527	106.1894	1.271129	106.1434	1.281494	106.1092	1.277724	106.0414	1.258696	105.9844	1.295308	105.9674	1.288273	105.884	1.310473	105.8474	1.108932	105.819	1.232578	105.5616	1.294154	106.4544	1.251895	106.3882	1.245303	106.343	1.279429	106.3098	1.240731	106.25	1.263597	106.195	1.280816	106.138	1.269513	106.1082	1.319939	106.0376	1.354509	106.001	1.326188	105.9598	1.291359	105.7024	1.437534	106.6208	1.580548	106.5418	1.515874	106.4966	1.591928	106.4506	1.574142	106.4036	1.454166	106.3486	1.333535	106.2788	1.273386	106.2746	1.354914	106.1912	1.324443	106.1418	1.189107	106.1134	1.335798	105.856	1.843248	106.7744	2.110554	106.6954	1.871855	106.663	1.95471	106.6042	1.951903	106.5572	1.924573	106.4894	1.622819	106.4324	1.675913	106.4282	1.637421	106.3448	1.935446	106.2954	1.809215	106.2798	1.684398	106.0224	2.186599	106.928	2.358421	106.849	2.18852	106.8038	2.07053	106.7578	2.212686	106.7108	2.250188	106.643	2.396781	106.586	2.194349	106.5818	2.270173	106.4984	2.287375	106.449	2.175869	106.4334	2.033899	106.176	2.483876	107.0816	2.375461	107.0026	2.297413	106.9574	2.263936	106.9114	2.373969	106.8644	2.463628	106.8094	3.495262	106.7396	2.520982	106.7354	3.218522	106.652	3.27641	106.6154	2.441504	106.587	2.690554	
	24.57	110.0928	1.20386	110.9728	1.209919	110.9322	1.230334	110.887	1.220123	110.8282	1.186732	110.794	1.237938	110.739	1.143818	110.6692	1.23688	110.6394	1.248541	110.5816	1.231867	110.545	1.233522	110.5038	8.927387	110.2592	2.26052	111.1392	2.3232	111.0858	2.384141	111.0278	2.461315	110.9818	2.420709	110.9476	2.443662	110.8926	2.438536	110.8228	2.489821	110.8058	2.386067	110.7352	2.537559	110.6986	2.521791	110.6574	2.604176	110.4	1.22552	111.2928	1.256064	111.2394	1.288581	111.1814	1.249844	111.1354	1.270308	111.0884	1.281367	111.059	1.224985	110.9764	1.287605	110.9594	1.325613	110.8888	1.268737	110.8522	1.132836	110.811	1.260631	110.5664	1.241231	111.4336	1.252849	111.3802	1.296237	111.335	1.251657	111.289	1.276152	111.2548	1.31039	111.2126	1.316647	111.1172	1.253258	111.1002	1.291671	111.0424	1.312782	111.0058	1.327475	110.9646	1.296065	110.72	1.453332	111.5872	1.593106	111.5338	1.51174	111.4886	1.558014	111.4426	1.583665	111.4084	1.484189	111.3662	1.37203	111.2836	1.29198	111.2538	1.332169	111.196	1.300646	111.1722	1.178081	111.1182	1.287964	110.8736	1.847918	111.7408	2.15867	111.6874	1.891177	111.6422	1.895865	111.5962	1.957143	111.562	1.936511	111.5198	1.598352	111.4372	1.690043	111.4074	1.653475	111.3496	1.986916	111.313	1.916446	111.2718	1.777573	111.0272	2.23539	111.9072	2.329768	111.841	2.23422	111.7958	2.116012	111.7498	2.272429	111.7028	2.182082	111.6734	2.407118	111.6036	2.218429	111.5738	2.252764	111.5032	2.309933	111.4666	2.214517	111.4126	2.072004	111.168	2.469237	112.048	2.360756	111.9946	2.335648	111.9622	2.263705	111.9034	2.339503	111.8564	2.510841	111.827	3.675022	111.7444	2.686975	111.7146	3.244449	111.6568	3.273448	111.6202	2.468911	111.579	2.666656	
