##BLOCKS= 1          
Plate:	Plate#1	1.3	TimeFormat	FLEX	Fluorescence	TRUE	Reduced	FALSE	61	300	5				2	510 510	1	12	96	340 380	Automatic	495 495			6	Medium			1	8	TimeTags	
	Temperature(¡C)	A1T	A1	A2T	A2	A3T	A3	A4T	A4	A5T	A5	A6T	A6	A7T	A7	A8T	A8	A9T	A9	A10T	A10	A11T	A11	A12T	A12	B1T	B1	B2T	B2	B3T	B3	B4T	B4	B5T	B5	B6T	B6	B7T	B7	B8T	B8	B9T	B9	B10T	B10	B11T	B11	B12T	B12	C1T	C1	C2T	C2	C3T	C3	C4T	C4	C5T	C5	C6T	C6	C7T	C7	C8T	C8	C9T	C9	C10T	C10	C11T	C11	C12T	C12	D1T	D1	D2T	D2	D3T	D3	D4T	D4	D5T	D5	D6T	D6	D7T	D7	D8T	D8	D9T	D9	D10T	D10	D11T	D11	D12T	D12	E1T	E1	E2T	E2	E3T	E3	E4T	E4	E5T	E5	E6T	E6	E7T	E7	E8T	E8	E9T	E9	E10T	E10	E11T	E11	E12T	E12	F1T	F1	F2T	F2	F3T	F3	F4T	F4	F5T	F5	F6T	F6	F7T	F7	F8T	F8	F9T	F9	F10T	F10	F11T	F11	F12T	F12	G1T	G1	G2T	G2	G3T	G3	G4T	G4	G5T	G5	G6T	G6	G7T	G7	G8T	G8	G9T	G9	G10T	G10	G11T	G11	G12T	G12	H1T	H1	H2T	H2	H3T	H3	H4T	H4	H5T	H5	H6T	H6	H7T	H7	H8T	H8	H9T	H9	H10T	H10	H11T	H11	H12T	H12	
	24.57	115.0976	1.22914	115.9776	1.266519	115.9242	1.221914	115.879	1.218365	115.833	1.198343	115.7988	1.25254	115.7438	1.135682	115.6868	1.236087	115.6442	1.212019	115.5992	1.234519	115.5498	1.244234	115.5086	8.941082	115.2512	2.316815	116.1312	2.41695	116.0778	2.40172	116.0198	2.465737	115.9866	2.489336	115.9396	2.41523	115.8974	2.506838	115.8532	2.515183	115.7978	2.50928	115.7528	2.537002	115.7034	2.634042	115.6622	2.585379	115.4048	1.185953	116.2848	1.238844	116.2314	1.242781	116.1862	1.250402	116.1402	1.242486	116.0932	1.25315	116.051	1.27809	116.0068	1.340935	115.9514	1.29401	115.8936	1.33745	115.857	1.112921	115.8286	1.241028	115.5712	1.279791	116.4512	1.24822	116.385	1.255502	116.3398	1.30645	116.281	1.251418	116.2468	1.278477	116.2046	1.271379	116.1604	1.286508	116.105	1.346364	116.0472	1.271607	116.0106	1.274899	115.9694	1.25567	115.7248	1.424398	116.6048	1.589547	116.5386	1.577957	116.4806	1.576529	116.4346	1.645748	116.4004	1.490772	116.3454	1.378592	116.314	1.30076	116.2586	1.344083	116.2008	1.314086	116.1514	1.149905	116.1358	1.284475	115.8784	1.835183	116.7456	2.087478	116.6922	1.908284	116.6342	1.959477	116.5882	1.982513	116.554	1.931001	116.499	1.592961	116.4676	1.724494	116.3994	1.628405	116.3544	1.981074	116.305	1.933449	116.2894	1.759303	116.032	2.209394	116.8992	2.459294	116.833	2.194212	116.7878	2.122166	116.7418	2.27577	116.7076	2.235415	116.6654	2.398851	116.6212	2.257863	116.553	2.381342	116.508	2.323697	116.4714	2.257215	116.443	2.150645	116.1856	2.552966	117.0528	2.446523	116.9866	2.382677	116.9542	2.321271	116.8954	2.344615	116.874	2.503525	116.819	3.592382	116.762	2.683604	116.7066	3.162833	116.6744	3.164247	116.625	2.491297	116.5838	2.644436	
	24.57	120.0896	1.199601	120.9824	1.235749	120.929	1.227165	120.871	1.217723	120.825	1.22277	120.778	1.246961	120.7358	1.139497	120.6916	1.218569	120.6362	1.219603	120.5912	1.250031	120.5418	1.214591	120.5006	9.125964	120.2432	2.315402	121.1232	2.459623	121.0826	2.491174	121.0374	2.449177	120.9786	2.497106	120.9316	2.440981	120.9022	2.567284	120.8452	2.56695	120.7898	2.601322	120.7448	2.653999	120.7082	2.657035	120.667	2.691385	120.3968	1.179824	121.2768	1.253865	121.2362	1.257639	121.191	1.313567	121.145	1.256499	121.0852	1.30616	121.043	1.282631	120.9988	1.32587	120.9434	1.280695	120.8984	1.294541	120.849	1.135918	120.8078	1.295561	120.5504	1.265299	121.4304	1.28667	121.3898	1.270966	121.3446	1.290208	121.2986	1.268531	121.2388	1.299621	121.1966	1.279386	121.1524	1.271677	121.097	1.288411	121.052	1.275676	121.0026	1.279539	120.9614	1.258992	120.704	1.483208	121.584	1.615656	121.5434	1.576473	121.511	1.589363	121.4522	1.668654	121.3796	1.535331	121.3502	1.336412	121.306	1.301798	121.2506	1.346466	121.2056	1.348732	121.1562	1.170833	121.115	1.29349	120.8448	1.872336	121.7376	2.102099	121.697	1.918156	121.6518	1.994609	121.6058	2.069492	121.5332	1.922269	121.5038	1.617815	121.4596	1.685509	121.4042	1.624234	121.3464	2.092641	121.3098	1.945362	121.2686	1.772282	120.9984	2.293089	121.8912	2.360718	121.8634	2.194472	121.8054	2.206506	121.7594	2.322385	121.6868	2.281164	121.6574	2.447843	121.6132	2.250982	121.5578	2.346189	121.5	2.315605	121.4634	2.234856	121.4222	2.117624	121.1648	2.49758	122.0448	2.452007	122.0042	2.451175	121.959	2.365112	121.913	2.446369	121.8532	2.558358	121.811	3.635809	121.7668	2.651045	121.7114	3.285989	121.6664	3.22827	121.6042	2.505754	121.5758	2.695671	
	24.57	125.0816	1.218285	125.9744	1.211992	125.921	1.219007	125.8758	1.19696	125.8298	1.165075	125.7828	1.249018	125.7406	1.146497	125.6964	1.259988	125.641	1.238902	125.5832	1.240053	125.5466	1.240974	125.5054	8.928969	125.2352	2.495017	126.128	2.467707	126.0874	2.497531	126.0294	2.528293	125.9834	2.505983	125.9364	2.488509	125.8814	2.651607	125.8372	2.564633	125.7946	2.563221	125.7496	2.738989	125.6874	2.629564	125.659	2.72393	125.4016	1.214026	126.2816	1.282269	126.2282	1.286528	126.183	1.283597	126.137	1.247919	126.1028	1.272772	126.035	1.27384	125.9908	1.288466	125.9354	1.305407	125.9032	1.317814	125.841	1.109544	125.8126	1.26394	125.5424	1.303098	126.4352	1.247313	126.3818	1.255324	126.3366	1.268454	126.2906	1.257945	126.2564	1.277415	126.2014	1.246111	126.1444	1.300466	126.1018	1.307084	126.0568	1.294096	126.0074	1.307643	125.979	1.284273	125.696	1.509421	126.5888	1.630505	126.5354	1.595477	126.4902	1.619594	126.4314	1.649357	126.41	1.488711	126.355	1.363567	126.298	1.305658	126.2554	1.372772	126.2232	1.357476	126.161	1.207531	126.1198	1.27729	125.8496	1.930077	126.7424	2.127528	126.689	1.966132	126.631	1.947825	126.585	2.006935	126.5636	1.985252	126.4958	1.627695	126.4516	1.72634	126.409	1.666329	126.364	2.037375	126.3146	2.021184	126.2734	1.829676	126.0032	2.223181	126.896	2.488368	126.8426	2.280177	126.7974	2.144645	126.7514	2.356791	126.7172	2.272627	126.6494	2.45428	126.6052	2.223171	126.5626	2.381152	126.5176	2.348013	126.4682	2.299621	126.427	2.146842	126.1568	2.473599	127.0496	2.505882	126.9834	2.443411	126.951	2.36759	126.905	2.407642	126.8708	2.531662	126.803	3.578901	126.7716	2.587215	126.729	3.34673	126.6712	3.19592	126.6218	2.49869	126.5806	2.683805	
	24.57	130.0864	1.239408	130.9664	1.231334	130.9258	1.268264	130.8678	1.197776	130.8218	1.194102	130.7876	1.206025	130.7326	1.140682	130.6756	1.17142	130.633	1.239377	130.588	1.239519	130.5386	1.213856	130.4974	8.956448	130.24	2.436112	131.12	2.53672	131.0666	2.489655	131.0342	2.508658	130.9754	2.510758	130.9412	2.579533	130.8862	2.668503	130.8292	2.641592	130.7738	2.55804	130.7416	2.685062	130.6922	2.691654	130.651	2.704656	130.3936	1.201515	131.2736	1.263275	131.2202	1.275052	131.1878	1.241519	131.129	1.252554	131.0948	1.25883	131.0398	1.265616	130.9956	1.293055	130.9274	1.265569	130.8952	1.297991	130.8458	1.121489	130.8046	1.252191	130.5472	1.292114	131.4272	1.235815	131.3866	1.272242	131.3414	1.312528	131.2954	1.278216	131.2484	1.274913	131.1934	1.303614	131.1364	1.29149	131.081	1.307137	131.0488	1.270218	130.9994	1.305621	130.9582	1.294882	130.7136	1.529547	131.5936	1.637529	131.5402	1.618909	131.495	1.635323	131.449	1.677123	131.3892	1.517517	131.347	1.372243	131.29	1.284368	131.2346	1.386735	131.2024	1.317311	131.1402	1.185917	131.1118	1.272553	130.8544	1.932571	131.7344	2.160453	131.681	1.945172	131.6486	1.980719	131.6026	2.009665	131.5428	1.985158	131.5006	1.636639	131.4436	1.775999	131.3882	1.628901	131.356	2.055487	131.3066	1.993213	131.2782	1.87282	131.0208	2.353519	131.888	2.534234	131.8346	2.212972	131.8022	2.231707	131.7434	2.304604	131.7092	2.252742	131.6542	2.428854	131.5972	2.255303	131.5418	2.380513	131.5224	2.364259	131.4602	2.288819	131.4318	2.125334	131.1744	2.616245	132.0416	2.439076	131.9882	2.495713	131.943	2.354414	131.897	2.397547	131.8628	2.677433	131.8206	3.605207	131.7636	2.530153	131.6954	3.318223	131.676	3.450453	131.6138	2.431881	131.5726	2.607335	
	24.57	135.104	1.231317	135.984	1.209392	135.9434	1.230802	135.8726	1.21659	135.8394	1.181058	135.8052	1.231604	135.7246	1.157912	135.6804	1.221865	135.625	1.196284	135.5928	1.225453	135.5562	1.21493	135.5022	8.932215	135.2704	2.465589	136.1504	2.559127	136.097	2.583453	136.0262	2.626729	135.993	2.610444	135.9588	2.6179	135.8782	2.654754	135.834	2.66431	135.7914	2.598287	135.7464	2.697141	135.697	2.75161	135.6558	2.65389	135.4112	1.200659	136.2912	1.233961	136.2378	1.244823	136.167	1.248084	136.1466	1.285275	136.1124	1.258847	136.0318	1.273031	135.9876	1.315814	135.945	1.292063	135.9	1.26269	135.8634	1.113537	135.7966	1.245255	135.5648	1.279039	136.4448	1.288431	136.3914	1.283352	136.3334	1.295905	136.3002	1.269168	136.2788	1.285684	136.1854	1.336016	136.1412	1.245669	136.0986	1.336623	136.0536	1.263328	136.017	1.31114	135.9502	1.251872	135.7184	1.486894	136.5984	1.667877	136.545	1.634723	136.487	1.63432	136.4538	1.661669	136.4196	1.520052	136.339	1.344079	136.3076	1.290708	136.265	1.385143	136.2072	1.308032	136.1706	1.199194	136.1038	1.294232	135.872	1.945895	136.752	2.184372	136.7114	1.950858	136.6406	1.976605	136.6202	2.039215	136.5732	2.022291	136.4926	1.659615	136.4484	1.74982	136.4186	1.667677	136.3608	2.167504	136.3114	2.073888	136.2702	1.869244	136.0256	2.347822	136.9056	2.471725	136.8522	2.27751	136.7942	2.231968	136.7738	2.302109	136.7268	2.250288	136.6462	2.370027	136.602	2.339909	136.5594	2.444423	136.5144	2.33009	136.465	2.322887	136.4238	2.178101	136.1664	2.597897	137.0592	2.426228	137.0186	2.497408	136.9478	2.395415	136.9274	2.441338	136.8804	2.550636	136.7998	3.585827	136.7556	2.729962	136.713	3.151191	136.668	3.364886	136.6314	2.477623	136.5774	2.678089	
	24.57	140.1088	1.2379	140.9888	1.228165	140.9354	1.224908	140.8774	1.221491	140.8442	1.182517	140.7972	1.21924	140.7294	1.138913	140.6852	1.240061	140.6298	1.232767	140.5848	1.240942	140.5482	1.247057	140.4942	9.040925	140.2496	2.489423	141.1424	2.53992	141.0762	2.538679	141.0182	2.528031	140.985	2.605288	140.9508	2.552675	140.883	2.692534	140.8388	2.592045	140.7834	2.691935	140.7384	2.80876	140.7146	2.671513	140.635	2.726037	140.4032	1.197594	141.296	1.265206	141.2426	1.241443	141.1718	1.250079	141.1386	1.296338	141.1044	1.270166	141.0366	1.272201	140.9924	1.3171	140.937	1.301012	140.892	1.280696	140.8682	1.102107	140.8014	1.291137	140.5696	1.274661	141.4624	1.274707	141.3962	1.2663	141.3254	1.302786	141.2922	1.252173	141.258	1.296924	141.1902	1.297975	141.146	1.275573	141.0906	1.258672	141.0456	1.27786	141.009	1.266476	140.955	1.259316	140.7232	1.513879	141.6032	1.658362	141.5498	1.636794	141.479	1.603453	141.4458	1.675045	141.3988	1.522699	141.3438	1.359963	141.2868	1.324104	141.2442	1.345053	141.1992	1.333131	141.1754	1.18894	141.1086	1.297296	140.864	1.947845	141.7568	2.253593	141.6906	1.955488	141.6326	2.017216	141.6122	2.090468	141.5652	2.025678	141.4974	1.643681	141.4404	1.780061	141.3978	1.620501	141.3528	2.182784	141.329	2.060223	141.2494	1.931522	141.0176	2.325859	141.9104	2.471459	141.8442	2.313143	141.7862	2.213529	141.753	2.385564	141.7188	2.252518	141.651	2.393074	141.6068	2.281639	141.5514	2.441074	141.5064	2.355759	141.4826	2.344053	141.403	2.194918	141.1712	2.580292	142.064	2.425765	142.0106	2.450873	141.9526	2.398106	141.9194	2.406926	141.8724	2.619002	141.8046	3.467377	141.7604	2.759385	141.705	3.249311	141.6472	3.266124	141.6362	2.561079	141.5566	2.798313	
	24.57	145.1008	1.242331	145.9808	1.233613	145.9274	1.220194	145.8566	1.219424	145.8362	1.150305	145.802	1.251696	145.7342	1.121875	145.6772	1.245076	145.6346	1.240948	145.5896	1.22067	145.553	1.245933	145.4862	8.894558	145.2544	2.527414	146.1344	2.493161	146.0938	2.495882	146.0102	2.603805	145.977	2.620638	145.9556	2.661214	145.8878	2.6375	145.8436	2.732803	145.7882	2.65104	145.7304	2.753949	145.7066	2.773253	145.6526	2.771175	145.408	1.182067	146.288	1.240281	146.2474	1.265874	146.1766	1.261731	146.1434	1.254013	146.1092	1.269476	146.0414	1.322806	145.9972	1.255123	145.9418	1.295017	145.884	1.342327	145.8602	1.114412	145.8062	1.2665	145.5616	1.285057	146.4416	1.251331	146.3882	1.236895	146.3174	1.335861	146.297	1.275272	146.2628	1.27972	146.195	1.299016	146.1508	1.280545	146.0954	1.271692	146.0376	1.316672	146.0138	1.286987	145.9598	1.298138	145.7024	1.52113	146.5952	1.686812	146.5546	1.633462	146.471	1.676499	146.4506	1.697576	146.4164	1.569135	146.3358	1.405619	146.3044	1.325962	146.2362	1.380051	146.1912	1.323219	146.1674	1.15944	146.1262	1.321404	145.8688	2.005702	146.7488	2.199432	146.7082	1.982545	146.6246	2.058332	146.5914	2.030667	146.57	2.001633	146.4894	1.669808	146.458	1.761949	146.3898	1.67393	146.3448	2.155606	146.321	2.191017	146.2798	1.897911	146.0224	2.337692	146.9024	2.438736	146.8618	2.311712	146.7782	2.245959	146.745	2.37103	146.7236	2.295599	146.6558	2.371912	146.6116	2.323309	146.5434	2.429325	146.4984	2.394168	146.4746	2.290126	146.4334	2.191751	146.176	2.613473	147.056	2.447452	147.0026	2.538363	146.9318	2.430358	146.8986	2.422557	146.8772	2.596865	146.8094	3.719932	146.7524	2.675782	146.697	3.152666	146.6648	3.165359	146.6282	2.603512	146.587	2.718506	
	24.57	150.0928	1.224788	150.9856	1.205923	150.9322	1.180601	150.887	1.200862	150.8282	1.171668	150.8068	1.22081	150.7262	1.14898	150.682	1.228034	150.6266	1.226017	150.5688	1.24391	150.5578	1.22583	150.5166	9.057662	150.2464	2.479686	151.1392	2.541058	151.0858	2.494775	151.0406	2.515985	150.9946	2.580823	150.9732	2.670705	150.8798	2.680039	150.8228	2.646957	150.7802	2.665648	150.7224	2.735985	150.6986	2.704904	150.6702	2.745486	150.4	1.19792	151.28	1.259104	151.2394	1.252982	151.1942	1.244271	151.161	1.283134	151.1268	1.254231	151.0334	1.266513	150.9764	1.307728	150.9338	1.30618	150.876	1.309403	150.8522	1.098564	150.8238	1.244768	150.5536	1.294688	151.4336	1.271133	151.393	1.277468	151.3478	1.309817	151.3146	1.296795	151.2676	1.285377	151.1998	1.289574	151.13	1.29019	151.0874	1.301863	151.0296	1.298544	151.0186	1.278699	150.9774	1.231347	150.7072	1.548875	151.5872	1.701274	151.5466	1.661204	151.5014	1.616419	151.4682	1.721472	151.434	1.579181	151.3534	1.355071	151.2836	1.289596	151.241	1.358829	151.1832	1.338851	151.1594	1.166556	151.1182	1.284701	150.8608	2.041061	151.7536	2.197367	151.7002	1.941585	151.655	2.03876	151.6218	2.130917	151.5876	2.071402	151.507	1.678661	151.4372	1.802093	151.3946	1.686061	151.324	2.182342	151.313	2.139519	151.2718	2.010695	151.0144	2.317806	151.9072	2.420654	151.8538	2.357244	151.8214	2.246444	151.7882	2.333099	151.7412	2.331679	151.6478	2.480181	151.5908	2.356015	151.5482	2.453826	151.4776	2.392765	151.4666	2.319438	151.4254	2.198066	151.168	2.572366	152.0608	2.471264	152.0074	2.517503	151.9622	2.37332	151.9418	2.394372	151.882	2.559709	151.8014	3.631264	151.7444	2.688841	151.7018	3.247688	151.644	3.197106	151.6202	2.512467	151.579	2.676108	
	24.57	155.0976	1.23484	155.9776	1.198874	155.937	1.21696	155.879	1.192776	155.833	1.173824	155.8116	1.192686	155.731	1.135119	155.6868	1.205069	155.6314	1.236823	155.5736	1.214508	155.5498	1.246421	155.5086	8.896054	155.2512	2.513729	156.1184	2.525916	156.0906	2.552246	156.0454	2.579523	155.9866	2.605192	155.9652	2.582221	155.8718	2.676981	155.8276	2.6293	155.7722	2.654996	155.7272	2.740226	155.7034	2.799974	155.6622	2.747438	155.4048	1.201561	156.2848	1.237821	156.2442	1.269044	156.1862	1.26881	156.1402	1.248892	156.1188	1.243283	156.0254	1.28987	155.9812	1.293992	155.9258	1.283168	155.8936	1.315875	155.857	1.12888	155.8158	1.281266	155.5584	1.254162	156.4384	1.29106	156.3978	1.264444	156.3398	1.31668	156.2938	1.236618	156.2724	1.280793	156.1918	1.281833	156.1348	1.26077	156.0794	1.338672	156.0472	1.31477	155.9978	1.279563	155.9694	1.285461	155.712	1.542318	156.592	1.691092	156.5386	1.677921	156.4934	1.607555	156.4474	1.693371	156.426	1.58357	156.3454	1.385799	156.2884	1.316319	156.233	1.371432	156.2008	1.333412	156.1514	1.169784	156.123	1.278477	155.8656	2.034025	156.7328	2.239116	156.6922	2.049701	156.647	2.057123	156.601	2.094717	156.5796	2.01872	156.499	1.716352	156.442	1.801226	156.3866	1.650217	156.3544	2.234093	156.3178	2.151287	156.2766	1.954322	156.032	2.388461	156.8864	2.479622	156.8458	2.313382	156.8006	2.304943	156.7546	2.406421	156.746	2.369491	156.6526	2.437143	156.5956	2.355203	156.5402	2.438768	156.508	2.357357	156.4714	2.312172	156.4302	2.265113	156.1856	2.556121	157.0528	2.522153	156.9994	2.501195	156.9542	2.346233	156.9082	2.418286	156.8868	2.575691	156.8062	3.722288	156.762	2.718948	156.7066	3.222524	156.6616	3.219532	156.625	2.559788	156.571	2.707348	
	24.57	160.0896	1.250184	160.9696	1.221695	160.929	1.224084	160.8838	1.219628	160.8378	1.154977	160.8164	1.229007	160.7486	1.151511	160.6916	1.232737	160.6362	1.232731	160.5912	1.254965	160.5546	1.232752	160.5262	8.781742	160.256	2.471488	161.136	2.594655	161.0826	2.532599	161.0246	2.576813	160.9914	2.524774	160.97	2.545649	160.9022	2.652552	160.8324	2.698256	160.7898	2.674882	160.7576	2.699318	160.6954	2.768498	160.6798	2.721123	160.4096	1.204788	161.3024	1.258989	161.2362	1.285333	161.1782	1.275022	161.145	1.258054	161.1236	1.240872	161.0558	1.302576	160.9988	1.30685	160.9562	1.278826	160.9112	1.305176	160.8618	1.0837	160.8334	1.24223	160.5504	1.312083	161.4432	1.277443	161.3898	1.242103	161.3446	1.290529	161.2986	1.293776	161.2772	1.297661	161.2094	1.301632	161.1524	1.257591	161.097	1.336883	161.052	1.31087	161.0154	1.286413	160.987	1.287823	160.704	1.532966	161.6096	1.736456	161.5434	1.644284	161.4982	1.602239	161.4522	1.712617	161.4308	1.572278	161.363	1.386247	161.306	1.317651	161.2506	1.362212	161.2056	1.356345	161.169	1.195289	161.1278	1.335777	160.8576	2.060675	161.7632	2.197698	161.7098	1.955402	161.639	2.018863	161.6058	2.037935	161.5844	2.079283	161.5166	1.643625	161.4468	1.784507	161.4042	1.691484	161.3592	2.194495	161.3098	2.131325	161.2942	2.017987	161.024	2.407343	161.9168	2.497803	161.8506	2.34401	161.7926	2.292143	161.7594	2.354114	161.738	2.26292	161.6574	2.435329	161.6004	2.353993	161.5578	2.488035	161.5256	2.343175	161.4634	2.297459	161.4478	2.311063	161.1648	2.585599	162.0576	2.446068	162.0042	2.474272	161.9462	2.377897	161.913	2.443604	161.8916	2.543306	161.8238	3.698215	161.754	2.720991	161.7114	3.219238	161.6664	3.147037	161.6298	2.513269	161.6014	2.711931	
	24.57	165.0944	1.240516	165.9744	1.242039	165.9466	1.215526	165.8758	1.202712	165.8298	1.181368	165.8084	1.260596	165.7406	1.131478	165.6964	1.227729	165.641	1.170813	165.596	1.230157	165.5466	1.260099	165.5182	8.894949	165.248	2.518729	166.128	2.509053	166.1002	2.536692	166.0294	2.620654	165.9834	2.508181	165.962	2.672109	165.8942	2.624134	165.85	2.735764	165.7946	2.638346	165.7496	2.793175	165.6874	2.741132	165.6718	2.714692	165.4016	1.20978	166.2816	1.255864	166.2666	1.253561	166.183	1.263753	166.137	1.269461	166.1156	1.207817	166.0606	1.261186	166.0036	1.298703	165.9482	1.294509	165.9032	1.287294	165.8538	1.075625	165.8254	1.24945	165.5552	1.278074	166.4352	1.285914	166.4074	1.29088	166.3366	1.277972	166.2906	1.295276	166.2564	1.286207	166.2142	1.288248	166.1572	1.277004	166.1018	1.307907	166.0696	1.277748	166.0074	1.285574	165.979	1.280347	165.7088	1.545316	166.5888	1.740498	166.561	1.676218	166.4902	1.683376	166.4442	1.746084	166.41	1.574101	166.3678	1.381112	166.3108	1.303913	166.2554	1.372261	166.2104	1.338953	166.161	1.168762	166.1326	1.290644	165.8624	2.073324	166.7424	2.252515	166.7146	2.042312	166.6566	2.048275	166.6106	2.118617	166.5764	2.048325	166.5214	1.684162	166.4644	1.817599	166.409	1.685628	166.364	2.218973	166.3146	2.178398	166.2862	2.047393	166.0032	2.394944	166.896	2.453316	166.8682	2.291847	166.8102	2.306563	166.7514	2.397567	166.73	2.297988	166.675	2.529793	166.618	2.394863	166.5754	2.384147	166.5176	2.391696	166.4682	2.31848	166.4398	2.238047	166.1568	2.590437	167.0496	2.465971	167.0218	2.530676	166.951	2.39569	166.9178	2.420037	166.8836	2.574218	166.8286	3.665755	166.7716	2.718672	166.729	3.145451	166.6712	3.221518	166.6218	2.48836	166.5806	2.791071	
	24.57	170.0992	1.231702	170.9792	1.23275	170.9514	1.210112	170.8806	1.217309	170.8346	1.143964	170.8132	1.219512	170.7326	1.116836	170.6884	1.229563	170.6458	1.204436	170.588	1.236716	170.5386	1.245419	170.523	8.651523	170.24	2.43883	171.1328	2.629627	171.105	2.573965	171.0342	2.593922	170.9754	2.590655	170.9668	2.588839	170.899	2.634227	170.8548	2.669569	170.7994	2.648271	170.7416	2.697755	170.705	2.631554	170.6766	2.692574	170.3936	1.199319	171.2864	1.238896	171.2586	1.221822	171.175	1.254703	171.129	1.273247	171.1204	1.246261	171.0526	1.269048	170.9956	1.268751	170.953	1.270033	170.8952	1.279621	170.8458	1.118614	170.8302	1.319143	170.56	1.265123	171.44	1.282481	171.4122	1.2715	171.3286	1.346773	171.2826	1.282925	171.274	1.268476	171.2062	1.274713	171.1492	1.240945	171.0938	1.269282	171.0488	1.322918	170.9994	1.293148	170.9838	1.309913	170.7008	1.614236	171.5936	1.74725	171.5658	1.694562	171.4822	1.702435	171.4362	1.740477	171.4276	1.578908	171.3598	1.367529	171.3028	1.297853	171.2474	1.375331	171.2024	1.309749	171.1658	1.204805	171.1374	1.28929	170.8672	2.008775	171.7472	2.196783	171.7194	1.988473	171.6358	2.077257	171.5898	2.09007	171.5812	2.119234	171.5134	1.7325	171.4564	1.840713	171.401	1.676191	171.3688	2.206233	171.3194	2.133299	171.291	2.04233	171.0208	2.443383	171.9008	2.475087	171.8602	2.32707	171.7894	2.329271	171.7306	2.462088	171.722	2.260738	171.667	2.387361	171.61	2.331478	171.5674	2.48343	171.5224	2.395692	171.473	2.461477	171.4574	2.298011	171.1744	2.666648	172.0544	2.526162	172.0138	2.523218	171.943	2.318964	171.897	2.416886	171.8884	2.597701	171.8206	3.738175	171.7636	2.717298	171.721	3.271353	171.676	3.197234	171.6266	2.495195	171.611	2.848485	
	24.57	175.0912	1.229498	175.9712	1.216212	175.9434	1.226896	175.8726	1.229899	175.8266	1.190154	175.8052	1.24027	175.7374	1.116163	175.6932	1.198229	175.6378	1.232083	175.5928	1.224611	175.5434	1.23357	175.515	8.481816	175.2448	2.539397	176.1248	2.567961	176.097	2.597302	176.0262	2.594415	175.9674	2.5599	175.9588	2.608082	175.891	2.598621	175.834	2.686479	175.7914	2.572501	175.7464	2.817252	175.697	2.673433	175.6814	2.748413	175.3984	1.216773	176.2784	1.24152	176.2378	1.248088	176.1926	1.256701	176.1338	1.281315	176.1252	1.26811	176.0446	1.288495	175.9876	1.284725	175.945	1.29058	175.8872	1.288659	175.8506	1.087184	175.835	1.287402	175.5392	1.346847	176.432	1.268131	176.3914	1.262078	176.3462	1.321653	176.2874	1.241977	176.2788	1.230947	176.1982	1.293873	176.154	1.268449	176.1114	1.30337	176.0408	1.30529	176.0042	1.28219	175.9758	1.284037	175.6928	1.640417	176.5856	1.778704	176.5578	1.679311	176.4998	1.680948	176.4282	1.743923	176.4324	1.594936	176.3518	1.375368	176.2948	1.299991	176.265	1.372553	176.1944	1.333609	176.1578	1.196341	176.1294	1.326124	175.8592	2.040432	176.752	2.306371	176.6986	2.138325	176.6534	2.011039	176.5818	2.125984	176.586	2.099924	176.5054	1.701128	176.4484	1.853099	176.4058	1.696629	176.348	2.253307	176.2986	2.197228	176.283	2.013941	176.0128	2.378008	176.9056	2.48939	176.865	2.367999	176.807	2.338384	176.7354	2.355296	176.7396	2.314203	176.6462	2.488471	176.602	2.36639	176.5594	2.474529	176.5016	2.404791	176.4522	2.387326	176.4494	2.217007	176.1664	2.586838	177.0592	2.525199	177.0186	2.467161	176.9606	2.419572	176.889	2.426162	176.8932	2.641609	176.7998	3.583114	176.7556	2.63625	176.713	3.293396	176.6552	3.006949	176.6058	2.522219	176.5902	2.647739	
